ChEBI ID,ChEBI Name,SMILES,PubChem SID,deltag
191787,"(2R)-6,8-Diglucopyranosyl-4',5,7-trihydroxyflavanone",O1C(C(O)C(O)C(O)C1CO)C=2C(O)=C(C3OC(C(O)C(O)C3O)CO)C(O)=C4C2OC(CC4=O)C5=CC=C(O)C=C5,"SID: 85390574
CID: 14427359",-10.7
188262,5-Carboxypyranocyanidin 3-O-beta-glucopyranoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@@H]1OC=2C3=C4C(OC2C5=CC(O)=C(O)C=C5)=CC(=[OH+])C=C4OC(=C3)C(O)=O)CO,"SID: 85387095
CID: 44257032",-9.9
196386,"5,3'-Dihydroxy-6,7,4'-trimethoxyflavanone",O1C(CC(=O)C=2C1=CC(OC)=C(OC)C2O)C3=CC(O)=C(OC)C=C3,"SID: 85395131
CID: 13871373",-8.0
168565,"Isorhamnetin 3-(4''',6'''-diacetylglucosyl) (1->3)-galactoside",O(C1[C@H](O)C(O[C@@H](OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)[C@@H]1O)CO)[C@@H]5OC([C@@H](OC(=O)C)C(O)C5O)COC(=O)C,"CID: 44259351
SID: 85367753",-9.3
168566,"5,7-Dihydroxy-6-C-methylflavone 7-xylosyl-(1->3)-xyloside",O([C@@H]1C(O)[C@@H](OC[C@H]1O)OC2=C(C(O)=C3C(OC(=CC3=O)C4=CC=CC=C4)=C2)C)[C@@H]5OC[C@@H](O)[C@H](O)C5O,"CID: 44257623
SID: 85367754",-10.5
190897,"6-[(3-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-7-hydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-5-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC2C(OC3=C(C2=O)C(OC4OC(C(O)C(O)C4O)C(O)=O)=CC(O)=C3)C5=CC(O)=C(O)C=C5)C(O)C(O)C1CO,"SID: 85389692
CID: 131836780",-10.0
185111,Saltillin,O1C=2C(=C(O)C=C(C2)C)C(=O)C=C1C3=CC=C(OC)C=C3,"SID: 85383999
CID: 5378171",-9.0
168214,"2',7-Dihydroxy-4'-methoxy-8-prenylflavan 2',7-diglucoside",O1C(C(O)C(O)C(O)C1OC2=C(C=3OC(CCC3C=C2)C4=C(OC5OC(C(O)C(O)C5O)CO)C=C(OC)C=C4)CC=C(C)C)CO,"CID: 85228900
SID: 85367405",-10.1
191991,Luteolin 3'-(3''-acetylglucuronide),O1C([C@@H](O)C(OC(=O)C)C(O)[C@@H]1OC=2C=C(C=CC2O)C=3OC=4C(C(=O)C3)=C(O)C=C(O)C4)C(O)=O,"SID: 85390777
CID: 44258127",-9.4
183877,"[(2r,3s,4s,5r,6s)-6-[3,5-dihydroxy-4-[3-(4-hydroxyphenyl)propanoyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate",O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC(O)=C(C(O)=C2)C(=O)CCC3=CC=C(O)C=C3)COC(=O)C4=CC(O)=C(O)C(O)=C4,"SID: 85382832
CID: 24039364",-9.2
191742,(-)-Epicatechin 8-C-galactoside,O1C([C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO)C=2C=3O[C@@H]([C@H](O)CC3C(O)=CC2O)C4=CC(O)=C(O)C=C4,"SID: 85390530
CID: 131752730",-10.0
175062,Artocarpanone A,O1C(CC(=O)C=2C1=CC(OC)=CC2O)C3=C(O)C=C(OC)C=C3,"CID: 15227613
SID: 85374142",-8.6
186421,Orientin 7-O-sulfate,S(OC1=C([C@@]2(OC([C@@H](O)[C@H](O)C2O)CO)[H])C=3OC(=CC(=O)C3C(O)=C1)C4=CC(O)=C(O)C=C4)(O)(=O)=O,"SID: 85385278
CID: 44257969",-9.9
193222,Licuroside,O(C1C(O)C(O)C(OC1OC2=CC=C(C=C2)/C=C/C(=O)C3=C(O)C=C(O)C=C3)CO)C4OCC(O)(C4O)CO,"CID: 6475724
SID: 85391996",-9.0
184663,"6-Hydroxymyricetin 3,6,3',5'-tetramethyl ether 7-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(OC)C(O)=C3C(OC(=C(OC)C3=O)C4=CC(OC)=C(O)C(OC)=C4)=C2)CO,"SID: 459094987
CID: 44259883",-8.4
185662,Haginin A,O1CC(C2=C(OC)C(OC)=C(O)C=C2)=CC3=C1C=C(O)C=C3,"SID: 85384526
CID: 338286",-8.0
168468,"6-[5-(3-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-4-oxo-4H-chromen-2-yl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC5OC(C(O)C(O)C5O)C(O)=O)=C(O)C=C4)CO,"CID: 131836771
SID: 85367656",-10.4
173155,4'-Methylliquiritigenin 7-rhamnoside,O1C(C(O)C(O)C(O)C1OC2=CC=3OC(CC(=O)C3C=C2)C4=CC=C(OC)C=C4)C,"SID: 85372262
CID: 131752850",-9.2
196381,"5,3',4'-Trihydroxy-3,6,7,8-tetramethoxyflavone",O1C=2C(=C(O)C(OC)=C(OC)C2OC)C(=O)C(OC)=C1C3=CC(O)=C(O)C=C3,"SID: 85395126
CID: 54799",-7.9
169464,4-Methoxyphlorizin,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C(C(=O)CCC3=CC=C(OC)C=C3)=C(O)C=C(O)C2)CO,"CID: 42607699
SID: 85368642",-8.2
187723,Isoorientin 6''-O-alpha-L-arabinoside,O1[C@](C(O)[C@@H](O)[C@H](O)C1O[C@@H]2OC[C@H](O)[C@H](O)C2O)(C3=C(O)C4=C(OC(=CC4=O)C5=CC(O)=C(O)C=C5)C=C3O)[H],"SID: 85386563
CID: 44257920",-11.4
174734,Dihydrowogonin,O1C(CC(=O)C2=C1C(OC)=C(O)C=C2O)C3=CC=CC=C3,"SID: 85373820
CID: 11491431",-8.2
176179,Didymin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C=C3O[C@@H](CC(=O)C3=C(O)C2)C4=CC=C(OC)C=C4)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C,"CID: 16760075
SID: 85375243",-10.4
175983,"3,3',4',5,6,8-Hexamethoxyflavone",O1C2=C(C(OC)=C(OC)C=C2OC)C(=O)C(OC)=C1C3=CC(OC)=C(OC)C=C3,"CID: 129848680
SID: 85375050",-7.7
169773,Eruberin C,O1[C@@H](OC2=C3[C@@H](OC)C[C@@H](OC3=C(C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)=C2C)C)C5=CC=C(OC)C=C5)C(O)[C@@H](O)[C@H](O)C1CO,"CID: 44257140
SID: 85368947",-9.2
193450,"[5,7-dihydroxy-2-(3-methoxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]oxidanesulfonic acid",S(OC1C(OC=2C(C1=O)=C(O)C=C(O)C2)C3=CC(OC)=CC=C3)(O)(=O)=O,"CID: 131832988
SID: 85392223",-8.6
179169,Asebotin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C(C(=O)CCC3=CC=C(O)C=C3)=C(O)C=C(OC)C2)CO,"SID: 85378196
CID: 11190157",-8.1
177992,Quercetin 3-glucosyl-(1->6)-galactoside,O1C([C@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,"SID: 85377035
CID: 44259098",-10.2
191774,"3,6,7-Trihydroxy-4'-methoxyflavone 7-rhamnoside",O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC=2C=C3OC(=C(O)C(=O)C3=CC2O)C4=CC=C(OC)C=C4)C,"SID: 85390562
CID: 44258692",-9.4
197019,Echioidinin 2'-(6''-acetylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C(C=3OC=4C(C(=O)C3)=C(O)C=C(OC)C4)=CC=CC2)COC(=O)C,"SID: 85395760
CID: 44257611",-8.9
176371,Tricin diglucuronoside,O(C1C(O)C(O)C(OC1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(OC)=C(O)C(OC)=C4)C(O)=O)C5OC(C(O)C(O)C5O)C(O)=O,"CID: 131752191
SID: 85375433",-10.2
176103,Pinostrobin 5-glucoside,O1C(C(O)C(O)C(O)C1OC=2C3=C(OC(CC3=O)C4=CC=CC=C4)C=C(OC)C2)CO,"CID: 14841120
SID: 85375167",-9.0
169386,Manghaslin,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C)[C@@H]6O[C@H]([C@H](O)[C@@H](O)[C@H]6O)C,"CID: 11498684
SID: 85368564",-11.3
191673,Spinacetin 3-[p-coumaroyl-(->2)-glucosyl-(1->6)-[apiosyl-(1->2)]-glucoside],O([C@@H]1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC3=C(C2=O)C(O)=C(OC)C(O)=C3)C4=CC(OC)=C(O)C=C4)CO[C@@H]5O[C@H]([C@@H](O)[C@H](O)[C@H]5OC(=O)/C=C/C6=CC=C(O)C=C6)CO)[C@@H]7OC[C@@](O)([C@H]7O)CO,"SID: 85390461
CID: 131751171",-10.8
189575,Kaempferol-3-glucuronide,O1C(OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@H](O)[C@H]1C(O)=O,"CID: 22846027
SID: 85388392",-9.8
196331,"5,7-Dimethoxy-3',4'-methylenedioxyflavone",O1C(C2=CC=3OCOC3C=C2)=CC(=O)C4=C1C=C(OC)C=C4OC,"SID: 85395076
CID: 11681403",-8.2
197201,isorhamnetin 3-rutinoside-7-glucoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)C3)C5=CC(OC)=C(O)C=C5)CO[C@@H]6OC([C@H](O)[C@H](O)C6O)C,"SID: 85395941
CID: 44259369",-10.8
197016,Luteoayamenin,O(C1[C@@H](O)[C@H](O)C(O[C@]1(C=2C(O)=C3C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)=CC2OC)[H])CO)[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,"SID: 85395757
CID: 44258370",-10.2
187809,"6-Hydroxyluteolin 6,3'-dimethyl ether 7,4'-disulfate",S(OC=1C=C2OC(C3=CC(OC)=C(OS(O)(=O)=O)C=C3)=CC(=O)C2=C(O)C1OC)(O)(=O)=O,"SID: 85386649
CID: 13845923",-8.1
193397,"5-Hydroxy-7,2',5'-trimethoxyflavone",O1C(C2=C(OC)C=CC(OC)=C2)=CC(=O)C=3C1=CC(OC)=CC3O,"CID: 10914422
SID: 85392170",-7.9
191843,Licorice glycoside D1,O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=CC=C([C@@H]3OC4=C(C(=O)C3)C=CC(O)=C4)C=C2)CO)[C@@H]5OCC(O)([C@@H]5O)COC(=O)/C=C/C6=CC=C(O)C=C6,"SID: 85390630
CID: 42607807",-10.9
191643,"Lucenin 2,7-O-rhamnoside",O1C(C(O)C(O)C(O)C1CO)C=2C(OC3OC(C(O)C(O)C3O)C)=C(C4OC(C(O)C(O)C4O)CO)C(O)=C5C2OC(=CC5=O)C6=CC(O)=C(O)C=C6,"SID: 85390431
CID: 74977634",-11.5
193481,[5-(7-hydroxy-4-oxo-4H-chromen-2-yl)-2-methoxyphenyl]oxidanesulfonic acid,S(OC=1C=C(C=2OC3=C(C(=O)C2)C=CC(O)=C3)C=CC1OC)(O)(=O)=O,"CID: 131837245
SID: 85392254",-8.3
188944,"6-[(2-{4-[(3-{[4-(acetyloxy)-3-hydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]phenyl}-4-oxo-3,4-dihydro-2H-1-benzopyran-7-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC2=CC=C(C3OC4=C(C(=O)C3)C=CC(OC5OC(C(O)C(O)C5O)C(O)=O)=C4)C=C2)CO)C6OCC(OC(=O)C)(C6O)CO,"SID: 85387766
CID: 131831501",-10.4
197213,7-Hydroxyflavanone beta-D-glucopyranoside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC=3O[C@@H](CC(=O)C3C=C2)C4=CC=CC=C4)CO,"SID: 85395953
CID: 42607796",-9.4
135374,dimefline,C(N(C)C)C1=C2C(C(=O)C(=C(O2)C3=CC=CC=C3)C)=CC=C1OC,"CID: 3078
SID: 85335130",-8.2
178157,Kaempferol 3-alpha-L-arabinofuranoside,O1C(C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)CO,"SID: 85377198
CID: 13245583",-9.4
187373,"4'-Hydroxy-5,7,2'-trimethoxyflavanone 4'-rhamnosyl-(1->6)-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC(OC)=C(C3OC4=C(C(=O)C3)C(OC)=CC(OC)=C4)C=C2)CO[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,"SID: 85386222
CID: 42608018",-9.7
177968,"7,3',4'-Trihydroxyflavone 7-rutinoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC=3OC(=CC(=O)C3C=C2)C4=CC(O)=C(O)C=C4)CO[C@@H]5OC([C@H](O)[C@H](O)C5O)C,"SID: 85377011
CID: 44257576",-10.0
186657,4'-Methylliquiritigenin,O1C(CC(=O)C2=C1C=C(O)C=C2)C3=CC=C(OC)C=C3,"SID: 85385511
CID: 13058505",-8.3
187022,"Quercetin 5,3',4'-trimethyl ether 3-galactosyl-(1->2)-rhamnoside-7-rhamnoside",O([C@H]1C(O)[C@@H](O)C(O[C@H]1OC2=C(OC3=C(C2=O)C(OC)=CC(O[C@@H]4OC([C@H](O)C(O)[C@@H]4O)C)=C3)C5=CC(OC)=C(OC)C=C5)C)[C@@H]6OC([C@@H](O)[C@H](O)C6O)CO,"SID: 85385874
CID: 44259533",-9.6
166600,"Chalconaringenin 2',4'-di-O-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC(O[C@@H]3OC([C@@H](O)[C@H](O)C3O)CO)=CC(O)=C2C(=O)/C=C/C4=CC=C(O)C=C4)CO,"SID: 85365841
CID: 42607606",-9.3
175210,Cerasinone,O1C(CC(=O)C2=C1C=C(O)C=C2OC)C3=C(OC)C=C(OC)C=C3,"CID: 42608054
SID: 85374290",-7.8
143043,Peonidin 3-(4-sinapoylgentiobioside),O1C(C(OC(=O)/C=C/C2=CC(OC)=C(O)C(OC)=C2)C(O)C(O)C1OC=3C(=[O+]C=4C(C3)=C(O)C=C(O)C4)C5=CC(OC)=C(O)C=C5)COC6OC(C(O)C(O)C6O)CO,"SID: 85342690
CID: 14757905",-10.1
186748,Eruberin B,O1[C@@H](OC2=C3[C@@H](O)C[C@@H](OC3=C(C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)=C2C)C)C5=CC=C(OC)C=C5)C(O)[C@@H](O)[C@H](O)C1CO,"SID: 85385602
CID: 44257137",-9.6
172612,hesperetin 3'-O-sulfate,S(OC=1C=C(C2OC=3C(C(=O)C2)=C(O)C=C(O)C3)C=CC1OC)(O)(=O)=O,"SID: 85371725
CID: 131750808",-8.6
186088,"5,3'-Dihydroxy-7,2',4',5'-tetramethoxyflavone",O1C(C=2C(OC)=C(O)C(OC)=C(OC)C2)=CC(=O)C=3C1=CC(OC)=CC3O,"SID: 85384948
CID: 14704513",-8.2
188391,"3,4,5-trihydroxy-6-{[3-hydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-yl]oxy}oxane-2-carboxylic acid",O1C(OC2=CC=3OC(C(O)CC3C=C2)C4=CC(O)=CC=C4)C(O)C(O)C(O)C1C(O)=O,"SID: 85387221
CID: 131838796",-10.0
179855,Isookaninglucoside,O1C(C(O)C(O)C(O)C1OC2=C(O)C=3OC(CC(=O)C3C=C2)C4=CC(O)=C(O)C=C4)CO,"SID: 85378874
CID: 12309901",-10.1
176372,Apigenin 5-(6''-malonylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C=C(O)C2)COC(=O)CC(O)=O,"CID: 44257828
SID: 85375434",-9.3
140102,rhamnocitrin 3-glucoside-4'-(2''-dihydrophaseoylglucoside),C=1(C=C(O)C2=C(C1)OC(=C(C2=O)O[C@H]3C(C([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O[C@@H]5O[C@H]([C@H](C(C5OC(=O)\C=C(\C)/C=C/[C@@]6([C@]7(CO[C@@]6(C[C@H](C7)O)C)C)O)O)O)CO)OC,"SID: 85339783
CID: 137333815",-11.7
168803,"6-(4-{2,3-dihydroxy-3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]propanoyl}-5-hydroxy-2-(3-methylbut-2-en-1-yl)phenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC=2C(=CC(=C(O)C2)C(=O)C(O)C(O)C3=CC(CC=C(C)C)=C(O)C=C3)CC=C(C)C)C(O)C(O)C(O)C1C(O)=O,"SID: 85367988
CID: 131837168",-9.3
184548,Confusoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC(O)=C(C=C2)C(=O)CCC3=CC=C(O)C=C3)CO,"SID: 459094977
CID: 21722183",-8.5
179863,"(2S)-5,7,3',4'-Tetrahydroxyflavanone 6-C-glucoside",O1[C@](C(O)[C@@H](O)[C@H](O)C1CO)(C2=C(O)C3=C(O[C@@H](CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)[H],"SID: 85378882
CID: 42607976",-10.4
179638,4'-Hydroxy-4-(4-hydroxystyryl)-7-methoxyflavan,O1[C@H](C[C@@H](C2=C1C=C(OC)C=C2)/C=C/C3=CC=C(O)C=C3)C4=CC=C(O)C=C4,"SID: 85378659
CID: 44257173",-9.4
192522,Tetrahydroxy-dimethoxy-flavone (syringetin) p-coumaroyl-hexoside,O1[C@@H]([C@@H](OC(=O)/C=C/C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(OC)=C(O)C(OC)=C5)CO,"SID: 85391304
CID: 102402342",-9.4
191708,Isoorientin 2''-[p-coumaroyl-(->6)-glucoside],O(C1C(O)C(O)C(OC1C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)CO)C5OC(C(O)C(O)C5O)COC(=O)/C=C/C6=CC=C(O)C=C6,"SID: 85390496
CID: 131751349",-11.6
94026,6-methoxy-2-(2-methoxyphenyl)-1-benzopyran-4-one,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3OC,"SID: 329740265
CID: 676288",-7.9
205694,Flavoside A,O=C1C2=C(OC(=C1)C3=CC(OC)=C(O[C@@H]4O[C@H]([C@H](O)[C@H]([C@H]4O)O)C)C(=C3)OC)C=C(O)C=C2O,,-9.2
168233,Rhamnazin 3-rutinoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC(OC)=C(O)C=C4)CO[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C,"CID: 5464499
SID: 85367424",-10.0
185880,Symplocoside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3O[C@@H]([C@H](O)CC3=C(O)C2)C4=CC(OC)=C(O)C=C4)CO,"SID: 85384742
CID: 44257110",-9.6
193365,"2-(3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",O1C(C(O)CC=2C1=CC(O)=CC2O)C3=CC(OC)=CC=C3,"CID: 131834090
SID: 85392139",-8.3
175966,"3,5-Dihydroxy-3',4'-dimethoxy-6,7-methylenedioxyflavone 3-glucuronide",O1C(OC2=C(OC=3C(C2=O)=C(O)C=4OCOC4C3)C5=CC(OC)=C(OC)C=C5)C(O)C(O)C(O)C1C(O)=O,"CID: 73119625
SID: 85375034",-9.4
191845,Schaftoside 4'-glucoside,O1C(C(O)C(O)C(O)C1CO)C2=C(O)C(C3OCC(O)C(O)C3O)=C4OC(=CC(=O)C4=C2O)C5=CC=C(OC6OC(C(O)C(O)C6O)CO)C=C5,"SID: 85390632
CID: 74977489",-11.0
185165,"6-({6-carboxy-2-[4-(5,7-dihydroxy-4-oxo-4H-chromen-2-yl)phenoxy]-4,5-dihydroxyoxan-3-yl}oxy)-3,4-dihydroxy-5-{[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}oxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC2=CC=C(C=C2)C=3OC=4C(C(=O)C3)=C(O)C=C(O)C4)C(O)=O)C5OC(C(O)C(O)C5OC(=O)/C=C/C6=CC(OC)=C(O)C=C6)C(O)=O,"SID: 85384051
CID: 131752325",-10.2
184590,Myricetin 3-galactoside-3'-rhamnoside,O1C([C@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C=4C=C(O[C@@H]5O[C@H]([C@H](O)C(O)C5O)C)C(O)=C(O)C4)CO,"SID: 85383506
CID: 44259421",-11.0
184665,"Quercetin 3,4'-dimethyl ether 7-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=C(OC)C(=O)C3=C(O)C2)C4=CC(O)=C(OC)C=C4)CO,"SID: 85383571
CID: 44259696",-8.9
169271,4'-O-methyl-(-)-epicatechin-7-O-beta-glucuronide,O1[C@@H](OC=2C=C3OC([C@@H](O)CC3=C(O)C2)C4=CC(O)=C(C=C4)CC)C(O)[C@@H](O)[C@H](O)C1C(O)=O,"CID: 131750802
SID: 85368449",-9.8
185719,6'''-(3-Hydroxy-3-methylglutaroyl)isoviolanthin,O1[C@](C(O)C(O)[C@H](O)[C@@H]1COC(=O)CC(O)(CC(O)=O)C)(C=2C(O)=C([C@@]3(OC([C@H](O)[C@H](O)C3O)C)[H])C(O)=C4C2OC(=CC4=O)C5=CC=C(O)C=C5)[H],"SID: 85384581
CID: 44257688",-10.5
185521,"6-{4-[7-({6-carboxy-3-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-4,5-dihydroxyoxan-2-yl}oxy)-5-hydroxy-4-oxo-4H-chromen-2-yl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC=2C=C3OC(C4=CC=C(OC5OC(C(O)C(O)C5O)C(O)=O)C=C4)=CC(=O)C3=C(O)C2)C(O)=O)C6OC(C(O)C(O)C6O)C(O)=O,"SID: 85384391
CID: 131752324",-10.8
193325,"[5,6,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]oxidanesulfonic acid",S(OC1C(OC2=C(C1=O)C(O)=C(O)C(O)=C2)C3=CC(OC)=C(O)C=C3)(O)(=O)=O,"CID: 131835093
SID: 85392099",-8.8
187389,Triphyllin A,O1[C@@H](OC2=C3[C@@H](O)C[C@@H](OC3=C(C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)=C2CO)C)C5=CC=C(OC)C=C5)C(O)[C@@H](O)[C@H](O)C1CO,"SID: 85386238
CID: 44257138",-9.3
197163,Rhamnocitrin 3-rhamnoside,O1[C@H]([C@H](O)[C@@H](O)[C@@H](O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC=C(O)C=C4)C,"SID: 85395904
CID: 5748662",-9.8
184788,Luteolin 7-arabinofuranosyl-(1->6)-glucoside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)CO[C@@H]5O[C@H](C(O)C5O)CO,"SID: 85383688
CID: 44258078",-10.0
179866,Stillopsin,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(O)C=C(C(O)=C2)C(=O)/C=C/C3=CC(O)=C(O)C=C3)CO,"SID: 85378885
CID: 42607552",-9.1
175832,"2'-Hydroxy-3',4',5',7,8-pentamethoxyflavan",O1C(CCC2=C1C(OC)=C(OC)C=C2)C=3C(O)=C(OC)C(OC)=C(OC)C3,"CID: 75072280
SID: 85374904",-7.3
197227,Hispidulin 7-(6''-E-p-Coumaroylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(OC)C(O)=C3C(OC(=CC3=O)C4=CC=C(O)C=C4)=C2)COC(=O)/C=C/C5=CC=C(O)C=C5,"SID: 85395967
CID: 44258468",-9.7
192299,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",O1C(C(O)C(O)C(O)C1CO)C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(O)C=C4,"SID: 85391084
CID: 5378180",-9.6
187752,"8-Hydroxyapigenin 8-(2'',4''-disulfatoglucuronide)",S(OC1[C@@H](O)[C@H](OS(O)(=O)=O)C(O[C@H]1OC=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(O)C=C4)C(O)=O)(O)(=O)=O,"SID: 85386592
CID: 44258586",-9.6
178250,"5,7,4'-Trimethoxyflavan",O1C(CCC2=C1C=C(OC)C=C2OC)C3=CC=C(OC)C=C3,"SID: 85377289
CID: 21813969",-7.4
177954,Isokaempferide 7-rhamnoside,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=C(OC)C(=O)C3=C(O)C2)C4=CC=C(O)C=C4)C,"SID: 85376997
CID: 44259641",-9.6
197096,Okanin 4'-O-(2''-O-caffeoyl-6''-O-acetylglucoside),O1C([C@@H](O)[C@H](O)C(OC(=O)/C=C/C2=CC(O)=C(O)C=C2)[C@@H]1OC3=C(O)C(O)=C(C=C3)C(=O)/C=C/C4=CC(O)=C(O)C=C4)COC(=O)C,"SID: 85395837
CID: 42607576",-10.0
192065,"3,5,7-Trihydroxy-4'-methoxy-8-prenylflavone 3-[rhamnosyl-(1->6)-galactoside] 7-galactoside",O1C(C(O)C(O)C(O)C1OC=2C(=O)C3=C(OC2C4=CC=C(OC)C=C4)C(=C(OC5OC(C(O)C(O)C5O)CO)C=C3O)CC=C(C)C)COC6OC(C(O)C(O)C6O)C,"SID: 85390851
CID: 74978145",-10.9
105069,"2-[[2-(3,4-dimethoxyphenyl)-6-methyl-1-benzopyran-4-ylidene]amino]butanoic acid",CCC(C(=O)O)N=C1C=C(OC2=C1C=C(C=C2)C)C3=CC(=C(C=C3)OC)OC,"SID: 85310586
CID: 3749969",-8.4
193198,Alluaudiol,O1C2=C(C(O)=C(C(O)=C2)C)C(=O)C(OC)=C1C3=CC(O)=C(O)C(O)=C3,"CID: 44259707
SID: 85391972",-8.9
